지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C)
243,부안,2015-03,5.8,20.2,-5.9
243,부안,2015-04,12.6,25.1,2.7
243,부안,2015-05,17.4,31,5.5
243,부안,2015-06,21.7,31.4,12.4
243,부안,2015-07,24.8,34.1,17.1
243,부안,2015-08,25.6,35.5,18.6
243,부안,2015-09,21,30.8,11.5
243,부안,2015-10,15.6,26,2.6
243,부안,2015-11,10.8,20.8,-.3
243,부안,2015-12,4.2,14.3,-5.5
243,부안,2016-01,-.5,12.7,-15.6
243,부안,2016-02,2.3,21.1,-8.4
243,부안,2016-03,6.6,23,-4.6
243,부안,2016-04,13.1,25.9,2.5
243,부안,2016-05,18.4,29.9,8.1
243,부안,2016-06,22.3,30.5,14.5
243,부안,2016-07,26.2,34.7,19.3
243,부안,2016-08,27.3,35.1,15.3
243,부안,2016-09,22.3,31.4,12.6
243,부안,2016-10,16.1,29.5,2
243,부안,2016-11,8.1,21.1,-3.5
243,부안,2016-12,3.5,17.8,-7
243,부안,2017-01,.6,12.3,-9.6
243,부안,2017-02,1.7,14.9,-7.7
243,부안,2017-03,5.6,17.7,-3.4
243,부안,2017-04,12.9,25.8,.9
243,부안,2017-05,18.2,30.4,9.4
243,부안,2017-06,21.7,30.3,11.9
243,부안,2017-07,27.1,35.7,21.1
243,부안,2017-08,26.1,35.8,15.2
243,부안,2017-09,21,30.6,10.8
243,부안,2017-10,15.5,28,1.3
243,부안,2017-11,7.2,21.3,-3.1
243,부안,2017-12,1,14.3,-9.7
243,부안,2018-01,-1.7,10.9,-14.1
243,부안,2018-02,-.2,14,-14.6
243,부안,2018-03,7.8,24.5,-4.3
243,부안,2018-04,12.9,26,.5
243,부안,2018-05,17.9,29.7,8.5
243,부안,2018-06,22.4,34.3,13.7
243,부안,2018-07,27.4,37.2,19.2
243,부안,2018-08,28.2,38,19.6
243,부안,2018-09,21.3,31.6,9.6
243,부안,2018-10,13.6,26.9,4.7
243,부안,2018-11,8.7,19.6,-.9
243,부안,2018-12,1.8,18.9,-11.9
243,부안,2019-01,.4,9.4,-8.2
243,부안,2019-02,2.1,14.9,-6
243,부안,2019-03,7,20.6,-2.6
243,부안,2019-04,11.7,27.2,-1.1
243,부안,2019-05,17.9,31,5.2
243,부안,2019-06,21,31.8,12.7
243,부안,2019-07,25.3,34.5,18
243,부안,2019-08,26.8,35.8,19
243,부안,2019-09,22.2,31,11.2
243,부안,2019-10,16.1,26.9,5.6
243,부안,2019-11,9.4,21,-2.4
243,부안,2019-12,4,16.2,-6.2
244,임실,1970-06,,23.8,5.6
244,임실,1970-07,,25.8,19.9
244,임실,1970-09,,32,20.2
244,임실,1970-11,,-1,-10.8
244,임실,1971-01,,6.7,-24.4
244,임실,1971-02,,0,-13.6
244,임실,1971-06,,27.3,20.2
244,임실,1971-07,,32,22.8
244,임실,1971-08,,28.6,19
244,임실,1971-09,,25.3,18.6
244,임실,1971-11,,19.4,.1
244,임실,1972-01,,13.1,-.6
244,임실,1972-03,,14,-11.8
244,임실,1972-04,,23.9,-5.3
244,임실,1972-05,,20.3,11.2
244,임실,1972-07,,34.9,20.8
244,임실,1972-08,,25.7,8.8
244,임실,1972-09,,21,7.3
244,임실,1972-11,,15,-4.5
244,임실,1973-01,0,10.6,-13.5
244,임실,1973-02,.8,15.6,-10.5
244,임실,1973-03,3.4,23.8,-8
244,임실,1973-04,11.9,26.6,-4.6
244,임실,1973-05,15.7,26.5,3.9
244,임실,1973-06,20.5,31.4,8.3
244,임실,1973-07,25.8,33.5,16.9
244,임실,1973-08,25.3,34.3,18.9
244,임실,1973-09,18,27.8,2.8
244,임실,1973-10,11.5,25.9,-1.6
244,임실,1973-11,4.1,17.8,-8.6
244,임실,1973-12,-2.8,12.3,-20.5
244,임실,1974-01,-2.7,10.1,-14.2
244,임실,1974-02,-1.7,13.9,-18.7
244,임실,1974-03,3.5,20.3,-12
244,임실,1974-04,11,23.9,-2.9
244,임실,1974-05,16.2,29.7,2.1
244,임실,1974-06,18.9,30,7.8
244,임실,1974-07,22.9,30.8,14.9
244,임실,1974-08,24.5,33.4,10.9
244,임실,1974-09,18.2,28.8,3.7
244,임실,1974-10,11.5,23.9,-1.8
244,임실,1974-11,4.5,21.6,-9
244,임실,1974-12,-.1,11.3,-10.7
244,임실,1975-01,-2.4,7.5,-17.6
244,임실,1975-02,-1.4,10.1,-16.1
244,임실,1975-03,3.2,15.3,-7
244,임실,1975-04,11.5,24.9,-5
244,임실,1975-05,15.3,27.8,1.8
244,임실,1975-06,19.9,32,8.8
244,임실,1975-07,24,32.1,16
244,임실,1975-08,25.2,33.6,15.4
244,임실,1975-09,21.4,31.8,8.6
244,임실,1975-10,13.5,25.8,1.4
244,임실,1975-11,7.3,19.1,-5.8
244,임실,1975-12,-2.3,17.7,-19.9
244,임실,1976-01,-5.1,10,-23.2
244,임실,1976-02,2,17.5,-8
244,임실,1976-03,3.9,18,-6.8
244,임실,1976-04,10.1,22.4,-3.3
244,임실,1976-05,15,28.5,-.6
244,임실,1976-06,19.8,31.4,8.7
244,임실,1976-07,22.3,32.1,13.6
244,임실,1976-08,24.2,32.6,16.4
244,임실,1976-09,17.5,29.2,6.1
244,임실,1976-10,11.9,25.8,-3.5
244,임실,1976-11,3.3,20.6,-5.5
244,임실,1976-12,-.4,14.7,-14.1
244,임실,1977-01,-6,6.1,-17.7
244,임실,1977-02,-3.5,18.6,-17.6
244,임실,1977-03,4.5,19,-12.7
244,임실,1977-04,11.8,25.1,-2.2
244,임실,1977-05,16.3,28.6,3.2
244,임실,1977-06,20.7,31.3,11
244,임실,1977-07,25.1,35.8,18.5
244,임실,1977-08,22.9,33.5,11.5
244,임실,1977-09,20,30.6,2.6
244,임실,1977-10,13.4,29.8,-.3
244,임실,1977-11,5.7,21,-9.5
244,임실,1977-12,1.2,16.3,-14.8
244,임실,1978-01,-2.4,9.2,-19.8
244,임실,1978-02,-2.7,11.6,-21.2
244,임실,1978-03,3,19,-13.8
244,임실,1978-04,10.7,27.8,-5.8
244,임실,1978-05,16.6,31.4,.4
244,임실,1978-06,21.1,32.4,4.4
244,임실,1978-07,26.5,34.6,18
244,임실,1978-08,25,33.7,14.7
244,임실,1978-09,19.2,30.6,4.4
244,임실,1978-10,12.4,28.5,-2.1
244,임실,1978-11,5.9,17.8,-17
244,임실,1978-12,.4,15.9,-14.1
244,임실,1979-01,-.3,14.2,-14
244,임실,1979-02,.5,17.4,-18.7
244,임실,1979-03,4.3,20.4,-8.5
244,임실,1979-04,9.8,24.6,-4.4
244,임실,1979-05,14.6,30.5,1.2
244,임실,1979-06,20.9,29.9,9.9
244,임실,1979-07,23.4,33.1,14.7
244,임실,1979-08,23.9,33.7,9
244,임실,1979-09,18,27.8,5.4
244,임실,1979-10,12.3,25.7,-1.5
244,임실,1979-11,4.5,25.8,-9.1
244,임실,1979-12,.4,13.2,-12.8
244,임실,1980-01,-3.3,14.7,-18.4
244,임실,1980-02,-3.7,13.5,-18.6
244,임실,1980-03,3.8,20.7,-6.6
244,임실,1980-04,9.5,22.1,-2
244,임실,1980-05,15.2,28.9,2
244,임실,1980-06,20.7,31.3,8.1
244,임실,1980-07,22.1,31.5,14.4
244,임실,1980-08,21.5,29.7,11.4
244,임실,1980-09,16.7,28.3,3.4
244,임실,1980-10,11,25.2,-4.3
244,임실,1980-11,6.2,21,-7
244,임실,1980-12,-4.3,13.7,-21.9
244,임실,1981-01,-8,3.8,-22.1
244,임실,1981-02,-2.5,11.3,-16.9
244,임실,1981-03,4.5,21.4,-7
244,임실,1981-04,10.3,24.6,-4.8
244,임실,1981-05,15.2,30.3,.1
244,임실,1981-06,20.3,32.5,6.1
244,임실,1981-07,24.8,33.7,17.6
244,임실,1981-08,23.2,31.9,11.8
244,임실,1981-09,18.1,29.3,4.2
244,임실,1981-10,10.6,23.2,-1.6
244,임실,1981-11,2.5,15,-9.4
244,임실,1981-12,-1.6,13.4,-17.6
244,임실,1982-01,-3.9,12.7,-21.2
244,임실,1982-02,-1.2,13.2,-14.9
244,임실,1982-03,4.4,20.1,-7.6
244,임실,1982-04,10.1,26.1,-3.7
244,임실,1982-05,17.1,29.9,3.7
244,임실,1982-06,20.3,30.4,9
244,임실,1982-07,22.6,32.8,15.4
244,임실,1982-08,23.9,34.4,14.3
244,임실,1982-09,17.2,30.6,5.2
244,임실,1982-10,12.7,27.6,-4.6
244,임실,1982-11,7.2,21.3,-5.2
244,임실,1982-12,-.9,11.9,-13.3
244,임실,1983-01,-3.3,11.6,-18.4
244,임실,1983-02,-3.4,13.9,-18.3
244,임실,1983-03,4.8,20.8,-7.3
244,임실,1983-04,11.9,25.8,-4.4
244,임실,1983-05,16.5,30,1.3
244,임실,1983-06,20.6,31.6,7.1
244,임실,1983-07,22.8,32.3,15.1
244,임실,1983-08,24.7,35,17.6
244,임실,1983-09,20.4,31.1,10.1
244,임실,1983-10,12.6,27.4,-4
244,임실,1983-11,4.3,18.7,-8.8
244,임실,1983-12,-2.7,11.8,-18.1
244,임실,1984-01,-6.1,7.3,-23.4
244,임실,1984-02,-3.8,10,-15.6
244,임실,1984-03,1.8,20.5,-11.9
244,임실,1984-04,11,24.5,-5
244,임실,1984-05,16.3,28.8,3.6
244,임실,1984-06,21.2,32,10.5
244,임실,1984-07,23.9,34.2,15.9
244,임실,1984-08,25.4,35.8,17.3
244,임실,1984-09,18.3,27.6,4.7
244,임실,1984-10,11,24.9,-3.2
244,임실,1984-11,6,23,-7.8
244,임실,1984-12,-.7,14.6,-17.2
244,임실,1985-01,-6,7.7,-21.2
244,임실,1985-02,-.3,12.9,-15
244,임실,1985-03,3.8,18.4,-6.8
244,임실,1985-04,10.5,27.1,-5.7
244,임실,1985-05,16.9,29.5,4.9
244,임실,1985-06,20.1,31,9.3
244,임실,1985-07,24.1,35.1,16.4
244,임실,1985-08,25,35,18.7
244,임실,1985-09,19.6,31.2,3.6
244,임실,1985-10,12.9,25.9,1
244,임실,1985-11,5.4,19.9,-5.5
244,임실,1985-12,-3.3,13.9,-20.9
244,임실,1986-01,-5.4,10.1,-20.4
244,임실,1986-02,-3.5,8.6,-17.9
244,임실,1986-03,3.5,19.9,-8.2
244,임실,1986-04,10.6,26.6,-4.3
244,임실,1986-05,15.6,28.7,5
244,임실,1986-06,20.5,32.3,10.4
244,임실,1986-07,22.4,32.9,11.8
244,임실,1986-08,23.5,34.3,14.9
244,임실,1986-09,17.3,30.7,5.2
244,임실,1986-10,10.7,25.1,-4.8
244,임실,1986-11,4.2,19.3,-6.8
244,임실,1986-12,1.3,15.3,-8
244,임실,1987-01,-2.3,10.2,-13.4
244,임실,1987-02,-.3,16.4,-15.4
244,임실,1987-03,3.4,18.3,-10.2
244,임실,1987-04,10,25.4,-3.7
244,임실,1987-05,15.9,29.1,1.2
244,임실,1987-06,20.4,32.2,10.4
244,임실,1987-07,23,30.9,17.2
244,임실,1987-08,23.6,31.4,17.4
244,임실,1987-09,17.8,28.9,3.4
244,임실,1987-10,13.5,27.6,-.7
244,임실,1987-11,6.1,24.7,-8.4
244,임실,1987-12,-.2,16.9,-11.6
244,임실,1988-01,-2.1,11.1,-15.9
244,임실,1988-02,-2.1,12.5,-13.2
244,임실,1988-03,2.8,16.3,-9.7
244,임실,1988-04,9.5,26.9,-2.4
244,임실,1988-05,16.1,28.9,1.6
244,임실,1988-06,21.1,30.2,11.3
244,임실,1988-07,24.6,34.2,15.8
244,임실,1988-08,24.1,33.8,14.5
244,임실,1988-09,19.1,30.1,6.6
244,임실,1988-10,12.5,26.4,-3.8
244,임실,1988-11,3.7,19.7,-7.5
244,임실,1988-12,-.7,15.6,-12.9
244,임실,1989-01,.1,13.1,-13.6
244,임실,1989-02,1.3,12.9,-12.5
244,임실,1989-03,4.2,17.7,-9.1
244,임실,1989-04,12.1,27.9,-3.6
244,임실,1989-05,16.6,28.3,3.1
244,임실,1989-06,19.3,30.2,8.9
244,임실,1989-07,23.4,32.6,15.3
244,임실,1989-08,23.7,33.4,14.3
244,임실,1989-09,19.3,29.6,8.2
244,임실,1989-10,11,23.9,-2.4
244,임실,1989-11,5.9,20.6,-5.4
244,임실,1989-12,.7,14.9,-9.2
244,임실,1990-01,-2.9,12.7,-20.7
244,임실,1990-02,2.2,12.3,-10.8
244,임실,1990-03,5.6,20.3,-7.1
244,임실,1990-04,9.8,26.2,-2.4
244,임실,1990-05,15.3,28.3,3.9
244,임실,1990-06,20.9,31.2,10.7
244,임실,1990-07,25.1,34.9,14.1
244,임실,1990-08,25.5,35.2,17.2
244,임실,1990-09,20,30.5,8.2
244,임실,1990-10,12.4,24.5,.9
244,임실,1990-11,8.1,21.4,-3.9
244,임실,1990-12,0,17.3,-14.1
244,임실,1991-01,-2,12.9,-14.6
244,임실,1991-02,-2,9.9,-21.8
244,임실,1991-03,4.4,20.1,-7.2
244,임실,1991-04,10.6,25,-6.4
244,임실,1991-05,16,29.2,-.5
244,임실,1991-06,21.4,30.4,12.8
244,임실,1991-07,24,32.3,16.2
244,임실,1991-08,23.6,33.5,12.2
244,임실,1991-09,19.5,31.1,8.2
244,임실,1991-10,11.2,25.9,-2.2
244,임실,1991-11,4.4,18.7,-8.3
244,임실,1991-12,1.1,15.5,-14.3
244,임실,1992-01,-.4,10.2,-11.7
244,임실,1992-02,-.4,18.5,-11.8
244,임실,1992-03,5.9,19.6,-6.3
244,임실,1992-04,10.4,25,-1.6
244,임실,1992-05,14.7,28.7,1.2
244,임실,1992-06,19.1,30.8,4.2
244,임실,1992-07,24.1,32.9,12.6
244,임실,1992-08,23.9,32.4,12.9
244,임실,1992-09,18.8,30.7,3.2
244,임실,1992-10,11.4,24.8,-.7
244,임실,1992-11,4.5,20.1,-10.5
244,임실,1992-12,.9,16.1,-15.4
244,임실,1993-01,-3,11.5,-16.9
244,임실,1993-02,-.1,19.1,-11.3
244,임실,1993-03,3.5,19.1,-12.6
244,임실,1993-04,9.6,26.9,-5.6
244,임실,1993-05,15.7,30.1,4.4
244,임실,1993-06,20.3,29.9,10.6
244,임실,1993-07,22.1,30.9,10.6
244,임실,1993-08,21.3,31.7,11.8
244,임실,1993-09,18.3,28.9,6.3
244,임실,1993-10,10.5,25,-3.5
244,임실,1993-11,7,22,-10.4
244,임실,1993-12,-.6,12,-16
244,임실,1994-01,-2.8,11.3,-22.1
244,임실,1994-02,-.6,12.7,-17.4
244,임실,1994-03,2.2,19.1,-9.3
244,임실,1994-04,12.5,26.4,-3
244,임실,1994-05,16,28.6,.7
244,임실,1994-06,20.2,31.1,6.3
244,임실,1994-07,27.1,37.1,19.2
244,임실,1994-08,25.4,34.7,13
244,임실,1994-09,18.1,32.1,5.1
244,임실,1994-10,12.2,26.9,-2
244,임실,1994-11,7.2,22.7,-7.5
244,임실,1994-12,.7,17.2,-11.9
244,임실,1995-01,-3.1,10,-14.4
244,임실,1995-02,-1.1,14,-14.2
244,임실,1995-03,4.4,19.7,-7.7
244,임실,1995-04,9.4,26.5,-7.1
244,임실,1995-05,14.7,27.2,-.7
244,임실,1995-06,19.7,31,9.3
244,임실,1995-07,23.4,32.6,14.7
244,임실,1995-08,24.7,34.9,17.7
244,임실,1995-09,17.5,28.1,6.1
244,임실,1995-10,12.4,27.5,.8
244,임실,1995-11,3.9,20.1,-8.8
244,임실,1995-12,-2.3,10.2,-15.4
244,임실,1996-01,-2.6,12.2,-15.6
244,임실,1996-02,-3,20.1,-16.1
244,임실,1996-03,3,18.4,-9.7
244,임실,1996-04,7.9,27.5,-6.6
244,임실,1996-05,15.5,29.1,2.5
244,임실,1996-06,20.4,32.3,10.9
244,임실,1996-07,23.6,34.5,11.7
244,임실,1996-08,24.4,35,14.9
244,임실,1996-09,19,30.4,5.4
244,임실,1996-10,11.9,26.7,-4.6
244,임실,1996-11,5.4,20.4,-6.5
244,임실,1996-12,-1.3,15.1,-16.7
244,임실,1997-01,-4,10.7,-19.4
244,임실,1997-02,-.6,16.6,-13.2
244,임실,1997-03,5.1,19.6,-8
244,임실,1997-04,10.4,25.3,-4.4
244,임실,1997-05,15.8,28.4,-.8
244,임실,1997-06,20.7,31.2,7.6
244,임실,1997-07,23.8,34.3,14.3
244,임실,1997-08,24.2,33,15.4
244,임실,1997-09,18.1,31.9,3.4
244,임실,1997-10,10.9,26.5,-4.2
244,임실,1997-11,7.2,21.6,-7.3
244,임실,1997-12,.6,15.9,-12.4
244,임실,1998-01,-2.3,10.9,-19.5
244,임실,1998-02,2.1,16.8,-13.6
244,임실,1998-03,5.3,23.4,-5
244,임실,1998-04,14.3,29.5,-1.5
244,임실,1998-05,16.8,29.7,4.9
244,임실,1998-06,19.3,30.5,9.1
244,임실,1998-07,23.4,30.7,16.8
244,임실,1998-08,23,31.4,15.9
244,임실,1998-09,19.7,31.7,6.8
244,임실,1998-10,13.8,25.8,.5
244,임실,1998-11,5.1,21.3,-6.3
244,임실,1998-12,-.2,14,-11.4
244,임실,1999-01,-2.3,11.6,-14.3
244,임실,1999-02,-.9,13.2,-19.7
244,임실,1999-03,4.9,19,-6.4
244,임실,1999-04,10.9,25.9,-3.1
244,임실,1999-05,14.8,26.6,1.9
244,임실,1999-06,20.4,31.7,9.6
244,임실,1999-07,22.4,31.2,12.3
244,임실,1999-08,22.9,32.2,16.1
244,임실,1999-09,20.8,30.8,7.7
244,임실,1999-10,11.5,24.6,-2.4
244,임실,1999-11,5.3,20,-6.2
244,임실,1999-12,-1,12.7,-14.3
244,임실,2000-01,-2.3,12.8,-19
244,임실,2000-02,-2.8,10.2,-14.2
244,임실,2000-03,3.4,18.2,-10.6
244,임실,2000-04,9.1,24,-5.8
244,임실,2000-05,15.1,32.8,.1
244,임실,2000-06,20.2,30.6,9.1
244,임실,2000-07,24.2,32.5,17
244,임실,2000-08,24.1,32.9,16.2
244,임실,2000-09,17.8,29.7,5.7
244,임실,2000-10,11.9,25.7,-1.8
244,임실,2000-11,4.7,20.5,-8.5
244,임실,2000-12,-.9,14.7,-13
244,임실,2001-01,-3.4,10.4,-19.3
244,임실,2001-02,-.7,16.2,-12.8
244,임실,2001-03,3.4,22,-10.5
244,임실,2001-04,10.5,26.1,-5.3
244,임실,2001-05,16.4,30,2.9
244,임실,2001-06,20.7,32.2,7.8
244,임실,2001-07,24.9,34.7,16.8
244,임실,2001-08,24.2,35.7,11.6
244,임실,2001-09,19.3,31.2,4.9
244,임실,2001-10,13.7,26.1,2.2
244,임실,2001-11,4.6,18,-5.4
244,임실,2001-12,-.9,13.8,-12.8
244,임실,2002-01,-.1,16.1,-13.6
244,임실,2002-02,.2,13.6,-11
244,임실,2002-03,5.8,21.2,-8.5
244,임실,2002-04,12.2,27.2,-1.2
244,임실,2002-05,16.2,28.1,5
244,임실,2002-06,20.4,32.7,8.8
244,임실,2002-07,23.8,34,15.6
244,임실,2002-08,22.8,32.4,18.1
244,임실,2002-09,18.5,31.1,7.5
244,임실,2002-10,10.7,27.2,-4.1
244,임실,2002-11,2.8,19.2,-8.1
244,임실,2002-12,.5,14.5,-12.6
244,임실,2003-01,-4.4,9.8,-21.8
244,임실,2003-02,.5,13.1,-13.6
244,임실,2003-03,4.7,21.2,-7
244,임실,2003-04,11.8,25.9,-1.7
244,임실,2003-05,17.3,28,1.6
244,임실,2003-06,20.2,29.8,8.1
244,임실,2003-07,22.4,32.4,15.8
244,임실,2003-08,23.4,32.8,13.3
244,임실,2003-09,20.7,32,6.9
244,임실,2003-10,11.8,27.8,-1.2
244,임실,2003-11,8.6,24.8,-7.1
244,임실,2003-12,.6,15.8,-12
244,임실,2004-01,-2.8,12.3,-16.7
244,임실,2004-02,1.1,20.3,-15.8
244,임실,2004-03,5,21.8,-11.3
244,임실,2004-04,10.9,28.3,-3.7
244,임실,2004-05,16.2,28.7,2.4
244,임실,2004-06,21,31.7,7
244,임실,2004-07,24.7,34.7,18.1
244,임실,2004-08,24.4,34.2,15.5
244,임실,2004-09,19.7,30,9.6
244,임실,2004-10,12.2,25.5,-1.7
244,임실,2004-11,7,23.5,-4.1
244,임실,2004-12,1.6,17.2,-9.8
244,임실,2005-01,-2.7,11.1,-14.1
244,임실,2005-02,-1.8,11.5,-12.8
244,임실,2005-03,2.7,20.1,-10.3
244,임실,2005-04,11.8,29.3,-3.4
244,임실,2005-05,16,29.3,3.4
244,임실,2005-06,21.6,32.2,10.3
244,임실,2005-07,24.8,35.4,18.2
244,임실,2005-08,23.7,33,14.3
244,임실,2005-09,21.1,31.5,9.3
244,임실,2005-10,12.2,26.5,-2.5
244,임실,2005-11,5.8,23.6,-8.3
244,임실,2005-12,-4.6,13.3,-21.8
244,임실,2006-01,-.9,12.3,-13.5
244,임실,2006-02,-.9,14.1,-17.5
244,임실,2006-03,4,19.7,-10.8
244,임실,2006-04,9.5,26.6,-1.7
244,임실,2006-05,16.4,29.1,4
244,임실,2006-06,20.6,31.6,11.1
244,임실,2006-07,22.8,33.7,16.1
244,임실,2006-08,25.3,35.5,18.6
244,임실,2006-09,18,30.7,6.5
244,임실,2006-10,14.8,28.7,.6
244,임실,2006-11,7.1,22.5,-5.6
244,임실,2006-12,0,15.8,-13.1
244,임실,2007-01,-1.2,12.6,-12.3
244,임실,2007-02,2.5,19,-9.1
244,임실,2007-03,5.5,20.5,-8
244,임실,2007-04,9.3,24,-4.4
244,임실,2007-05,16.1,29.2,4
244,임실,2007-06,21.1,33.5,9.6
244,임실,2007-07,23.7,33.9,17.2
244,임실,2007-08,25.6,35.2,19.2
244,임실,2007-09,20.8,31.2,10.8
244,임실,2007-10,12.9,27.1,-1.2
244,임실,2007-11,4.1,21.5,-9.6
244,임실,2007-12,.9,16.7,-9.3
244,임실,2008-01,-2,11.1,-13.1
244,임실,2008-02,-2.9,13,-14.5
244,임실,2008-03,5.3,21.5,-8.1
244,임실,2008-04,11.6,27.9,-2.7
244,임실,2008-05,16.1,31.5,.8
244,임실,2008-06,20.3,30.9,8.1
244,임실,2008-07,25.4,34.2,18.7
244,임실,2008-08,23.7,34.1,13.9
244,임실,2008-09,21.1,33.4,3.7
244,임실,2008-10,14.3,29.8,1.8
244,임실,2008-11,6.1,23.8,-9.3
244,임실,2008-12,.3,17.2,-13.1
244,임실,2009-01,-3.1,12.7,-18.8
244,임실,2009-02,2.8,17.6,-9.9
244,임실,2009-03,5.7,25.1,-7.9
244,임실,2009-04,11,28.3,-5.1
244,임실,2009-05,17.3,31,3.1
244,임실,2009-06,21.2,33.2,8
244,임실,2009-07,23.5,31.9,16.5
244,임실,2009-08,24.3,33.7,14.8
244,임실,2009-09,20.2,31.5,9.9
244,임실,2009-10,13.5,28.4,2.3
244,임실,2009-11,6.4,25.2,-8
244,임실,2009-12,-.5,12,-15.8
244,임실,2010-01,-2.8,12.9,-15.5
244,임실,2010-02,1.7,19.4,-12.7
244,임실,2010-03,4.9,21.2,-6.7
244,임실,2010-04,8.9,24.7,-3.7
244,임실,2010-05,16.7,32,-.3
244,임실,2010-06,22.3,33,9.7
244,임실,2010-07,25.1,33.7,17.9
244,임실,2010-08,25.8,34.5,19.5
244,임실,2010-09,20.7,32.8,5.8
244,임실,2010-10,12.4,24.8,-4.9
244,임실,2010-11,4.3,18.8,-7.6
244,임실,2010-12,-1.6,15.6,-14.1
244,임실,2011-01,-8.2,4.7,-18.7
244,임실,2011-02,-.4,16.5,-15.7
244,임실,2011-03,1.9,19.6,-9.2
244,임실,2011-04,9.4,25.3,-4.7
244,임실,2011-05,16.4,28.5,2.8
244,임실,2011-06,21.6,33.2,10
244,임실,2011-07,24.4,33.8,16.2
244,임실,2011-08,24.1,34.1,14.7
244,임실,2011-09,19.8,33,4.8
244,임실,2011-10,11.6,25.3,-3
244,임실,2011-11,9.5,25.3,-5.4
244,임실,2011-12,-1.3,10.9,-13.2
244,임실,2012-01,-3.5,10.5,-17.8
244,임실,2012-02,-2.8,12.9,-16.4
244,임실,2012-03,3.8,19.6,-8.9
244,임실,2012-04,10.9,28.3,-4.6
244,임실,2012-05,17.4,30,5.1
244,임실,2012-06,21.1,30.4,11.4
244,임실,2012-07,24.1,34.1,17.4
244,임실,2012-08,25.3,35.7,16.6
244,임실,2012-09,18.5,29.5,7.8
244,임실,2012-10,11.6,24.5,-1
244,임실,2012-11,4.4,17.6,-7.1
244,임실,2012-12,-3.8,9.3,-17.5
244,임실,2013-01,-4.4,10.5,-21.5
244,임실,2013-02,-1.2,17.9,-13.9
244,임실,2013-03,4.8,24.5,-8.5
244,임실,2013-04,8.4,24.3,-4.1
244,임실,2013-05,16.4,31.3,.9
244,임실,2013-06,22,31.2,11.3
244,임실,2013-07,25.2,32.5,19.5
244,임실,2013-08,25.9,34.8,17.4
244,임실,2013-09,19.8,31,4.9
244,임실,2013-10,13.5,28,.5
244,임실,2013-11,5.1,21.4,-6.1
244,임실,2013-12,-.6,12.3,-10.9
244,임실,2014-01,-1.7,12.2,-13.4
244,임실,2014-02,1.3,17,-9.9
244,임실,2014-03,5.8,24.1,-9.2
244,임실,2014-04,11.7,26.5,-3.2
244,임실,2014-05,16.5,33.8,.4
244,임실,2014-06,20.8,30,13.1
244,임실,2014-07,23.5,34.2,15.9
244,임실,2014-08,22.7,31.1,14.8
244,임실,2014-09,19.4,30.4,7.9
244,임실,2014-10,13,26.9,-.8
244,임실,2014-11,6.9,18.4,-5.6
244,임실,2014-12,-2.5,9.5,-12.9
244,임실,2015-01,-1.5,10.4,-15
244,임실,2015-02,0,10.3,-13.6
244,임실,2015-03,4.8,23.4,-7.2
244,임실,2015-04,11.6,26.9,-.7
244,임실,2015-05,17.2,31.7,.9
244,임실,2015-06,20.9,31.4,8.6
244,임실,2015-07,24.1,33.9,13.7
244,임실,2015-08,24.1,35.6,15.4
244,임실,2015-09,18.9,29.9,8.1
244,임실,2015-10,13.4,26.7,-2.9
244,임실,2015-11,9,19.9,-6.8
244,임실,2015-12,2.1,14.4,-10.2
244,임실,2016-01,-2.6,14.7,-20.6
244,임실,2016-02,-.1,18.9,-12.5
244,임실,2016-03,5.5,21.9,-11.8
244,임실,2016-04,13.2,27.6,.1
244,임실,2016-05,17.6,30.4,4.2
244,임실,2016-06,21.6,31,12.5
244,임실,2016-07,25.3,35.1,17.6
244,임실,2016-08,26,36.3,14
244,임실,2016-09,20.9,32,9
244,임실,2016-10,15,29.1,1.7
244,임실,2016-11,6.5,20.8,-5.8
244,임실,2016-12,1.3,16.7,-11.7
244,임실,2017-01,-1.5,14.4,-14.7
244,임실,2017-02,0,14.7,-9.8
244,임실,2017-03,4,19.2,-7.8
244,임실,2017-04,12.2,28.9,-3
244,임실,2017-05,16.8,31.8,4.3
244,임실,2017-06,20.9,33.1,7.4
244,임실,2017-07,25.9,34.5,19.4
244,임실,2017-08,24.7,36.5,12.4
244,임실,2017-09,19.1,29.5,4.4
244,임실,2017-10,13.7,28.3,-3.1
244,임실,2017-11,4.9,20.8,-5.8
244,임실,2017-12,-1.8,12.2,-14.9
244,임실,2018-01,-3.7,10,-20
244,임실,2018-02,-1.8,14.6,-18.3
244,임실,2018-03,7.3,24.2,-6.7
244,임실,2018-04,12.4,30.6,-2.3
244,임실,2018-05,17.3,29.5,2.2
244,임실,2018-06,21.8,34.7,11.6
244,임실,2018-07,26.6,36.6,16.1
244,임실,2018-08,26.7,37.5,16.2
244,임실,2018-09,19.5,28.7,5.3
244,임실,2018-10,11.2,24.2,0
244,임실,2018-11,6.4,20.9,-5.4
244,임실,2018-12,-.1,18.3,-14
244,임실,2019-01,-1.9,11.5,-12.4
244,임실,2019-02,.9,14.7,-11.3
244,임실,2019-03,5.7,21.1,-6
244,임실,2019-04,10.9,28.7,-4.9
244,임실,2019-05,16.8,31.2,.4
244,임실,2019-06,20.8,32.7,9.4
244,임실,2019-07,24,33.1,15.5
244,임실,2019-08,25.2,35.3,16.1
